class_name,class_id
data/esc10/audio/rooster/4-164064-C-1.wav,7
data/esc10/audio/crying_baby/2-151079-A-20.wav,3
data/esc10/audio/crackling_fire/3-104632-A-12.wav,2
data/esc10/audio/helicopter/5-177957-C-40.wav,5
data/esc10/audio/sea_waves/3-155642-B-11.wav,8
data/esc10/audio/clock_tick/2-88724-A-38.wav,1
data/esc10/audio/crying_baby/3-152007-A-20.wav,3
data/esc10/audio/sneezing/1-59324-A-21.wav,9
data/esc10/audio/rain/4-180380-A-10.wav,6
data/esc10/audio/crackling_fire/2-30322-B-12.wav,2
data/esc10/audio/dog/1-32318-A-0.wav,4
data/esc10/audio/rain/5-194892-A-10.wav,6
data/esc10/audio/sea_waves/3-155642-A-11.wav,8
data/esc10/audio/helicopter/3-68630-B-40.wav,5
data/esc10/audio/dog/1-85362-A-0.wav,4
data/esc10/audio/dog/5-217158-A-0.wav,4
data/esc10/audio/rooster/2-71162-A-1.wav,7
data/esc10/audio/rain/3-142005-A-10.wav,6
data/esc10/audio/sea_waves/2-155801-A-11.wav,8
data/esc10/audio/dog/2-118072-A-0.wav,4
data/esc10/audio/dog/5-9032-A-0.wav,4
data/esc10/audio/sneezing/5-221593-A-21.wav,9
data/esc10/audio/clock_tick/2-127108-A-38.wav,1
data/esc10/audio/sea_waves/2-125966-A-11.wav,8
data/esc10/audio/dog/4-182395-A-0.wav,4
data/esc10/audio/dog/2-114587-A-0.wav,4
data/esc10/audio/sea_waves/5-213077-A-11.wav,8
data/esc10/audio/dog/5-213855-A-0.wav,4
data/esc10/audio/sneezing/2-128631-A-21.wav,9
data/esc10/audio/rain/3-157149-A-10.wav,6
data/esc10/audio/sneezing/3-142605-A-21.wav,9
data/esc10/audio/crackling_fire/5-215658-A-12.wav,2
data/esc10/audio/chainsaw/5-216370-A-41.wav,0
data/esc10/audio/crackling_fire/3-65748-A-12.wav,2
data/esc10/audio/sea_waves/2-137162-A-11.wav,8
data/esc10/audio/rooster/3-154957-A-1.wav,7
data/esc10/audio/chainsaw/4-157611-A-41.wav,0
data/esc10/audio/rooster/4-164021-A-1.wav,7
data/esc10/audio/sea_waves/1-43760-A-11.wav,8
data/esc10/audio/dog/4-183992-A-0.wav,4
data/esc10/audio/sneezing/4-171519-A-21.wav,9
data/esc10/audio/helicopter/3-154926-A-40.wav,5
data/esc10/audio/sea_waves/1-39901-A-11.wav,8
data/esc10/audio/sneezing/2-109505-A-21.wav,9
data/esc10/audio/crying_baby/5-198411-F-20.wav,3
data/esc10/audio/clock_tick/1-35687-A-38.wav,1
data/esc10/audio/dog/2-122104-A-0.wav,4
data/esc10/audio/chainsaw/5-216370-B-41.wav,0
data/esc10/audio/dog/4-199261-A-0.wav,4
data/esc10/audio/helicopter/4-175000-B-40.wav,5
data/esc10/audio/crackling_fire/2-18766-A-12.wav,2
data/esc10/audio/crying_baby/4-185575-A-20.wav,3
data/esc10/audio/sea_waves/5-200461-A-11.wav,8
data/esc10/audio/crackling_fire/2-61311-A-12.wav,2
data/esc10/audio/sneezing/5-187979-A-21.wav,9
data/esc10/audio/dog/2-117271-A-0.wav,4
data/esc10/audio/crying_baby/5-198411-A-20.wav,3
data/esc10/audio/chainsaw/5-171653-A-41.wav,0
data/esc10/audio/rain/4-181286-A-10.wav,6
data/esc10/audio/rain/1-54958-A-10.wav,6
data/esc10/audio/helicopter/2-188822-C-40.wav,5
data/esc10/audio/rooster/2-100786-A-1.wav,7
data/esc10/audio/rain/2-81731-A-10.wav,6
data/esc10/audio/dog/5-203128-B-0.wav,4
data/esc10/audio/sneezing/5-194533-A-21.wav,9
data/esc10/audio/sea_waves/5-208810-B-11.wav,8
data/esc10/audio/rooster/4-170078-A-1.wav,7
data/esc10/audio/rooster/3-134049-A-1.wav,7
data/esc10/audio/helicopter/5-220955-A-40.wav,5
data/esc10/audio/chainsaw/5-170338-A-41.wav,0
data/esc10/audio/chainsaw/3-118657-A-41.wav,0
data/esc10/audio/chainsaw/4-165823-A-41.wav,0
data/esc10/audio/crackling_fire/3-104958-A-12.wav,2
data/esc10/audio/chainsaw/4-157611-B-41.wav,0
data/esc10/audio/helicopter/5-177957-B-40.wav,5
data/esc10/audio/rain/5-202898-A-10.wav,6
data/esc10/audio/rooster/3-149189-A-1.wav,7
data/esc10/audio/chainsaw/3-118972-A-41.wav,0
data/esc10/audio/helicopter/3-150979-B-40.wav,5
data/esc10/audio/dog/2-122104-B-0.wav,4
data/esc10/audio/crackling_fire/2-28314-B-12.wav,2
data/esc10/audio/sneezing/5-201274-A-21.wav,9
data/esc10/audio/rooster/3-145382-A-1.wav,7
data/esc10/audio/crying_baby/4-59579-A-20.wav,3
data/esc10/audio/sea_waves/3-144827-B-11.wav,8
data/esc10/audio/sea_waves/4-182613-B-11.wav,8
data/esc10/audio/chainsaw/5-185579-B-41.wav,0
data/esc10/audio/rooster/4-183487-A-1.wav,7
data/esc10/audio/rain/4-164206-A-10.wav,6
data/esc10/audio/sneezing/4-156843-A-21.wav,9
data/esc10/audio/helicopter/3-150979-A-40.wav,5
data/esc10/audio/sneezing/4-184434-A-21.wav,9
data/esc10/audio/crying_baby/2-107351-B-20.wav,3
data/esc10/audio/sneezing/1-26143-A-21.wav,9
data/esc10/audio/clock_tick/5-210571-A-38.wav,1
data/esc10/audio/clock_tick/4-191327-A-38.wav,1
data/esc10/audio/helicopter/2-37806-A-40.wav,5
data/esc10/audio/crying_baby/4-59579-B-20.wav,3
data/esc10/audio/sneezing/1-54505-A-21.wav,9
data/esc10/audio/clock_tick/2-141584-A-38.wav,1
data/esc10/audio/crackling_fire/2-18766-B-12.wav,2
data/esc10/audio/crackling_fire/1-17808-A-12.wav,2
data/esc10/audio/helicopter/1-172649-E-40.wav,5
data/esc10/audio/rooster/5-233160-A-1.wav,7
data/esc10/audio/rain/4-177250-A-10.wav,6
data/esc10/audio/crackling_fire/4-182368-A-12.wav,2
data/esc10/audio/clock_tick/2-140147-A-38.wav,1
data/esc10/audio/crying_baby/1-211527-C-20.wav,3
data/esc10/audio/sneezing/1-31748-A-21.wav,9
data/esc10/audio/sea_waves/1-39901-B-11.wav,8
data/esc10/audio/rooster/5-194930-A-1.wav,7
data/esc10/audio/chainsaw/2-77945-B-41.wav,0
data/esc10/audio/helicopter/4-125929-A-40.wav,5
data/esc10/audio/dog/1-30226-A-0.wav,4
data/esc10/audio/helicopter/5-177957-D-40.wav,5
data/esc10/audio/chainsaw/1-47250-B-41.wav,0
data/esc10/audio/rain/4-163264-A-10.wav,6
data/esc10/audio/rain/3-157487-A-10.wav,6
data/esc10/audio/chainsaw/4-149294-A-41.wav,0
data/esc10/audio/sneezing/5-221518-A-21.wav,9
data/esc10/audio/sea_waves/5-208810-A-11.wav,8
data/esc10/audio/sneezing/4-156844-A-21.wav,9
data/esc10/audio/sneezing/5-202220-A-21.wav,9
data/esc10/audio/sea_waves/4-195497-B-11.wav,8
data/esc10/audio/chainsaw/1-64398-B-41.wav,0
data/esc10/audio/crying_baby/1-22694-B-20.wav,3
data/esc10/audio/rain/2-82367-A-10.wav,6
data/esc10/audio/clock_tick/3-142593-A-38.wav,1
data/esc10/audio/helicopter/4-193480-B-40.wav,5
data/esc10/audio/crying_baby/2-107351-A-20.wav,3
data/esc10/audio/sea_waves/2-132157-A-11.wav,8
data/esc10/audio/chainsaw/4-165823-B-41.wav,0
data/esc10/audio/sea_waves/2-132157-B-11.wav,8
data/esc10/audio/chainsaw/4-169127-A-41.wav,0
data/esc10/audio/crackling_fire/4-182369-A-12.wav,2
data/esc10/audio/sea_waves/5-219379-C-11.wav,8
data/esc10/audio/sneezing/2-130979-A-21.wav,9
data/esc10/audio/crying_baby/5-198411-D-20.wav,3
data/esc10/audio/sneezing/2-82538-A-21.wav,9
data/esc10/audio/crying_baby/5-198411-G-20.wav,3
data/esc10/audio/crying_baby/3-152007-C-20.wav,3
data/esc10/audio/crackling_fire/5-186924-A-12.wav,2
data/esc10/audio/helicopter/2-188822-A-40.wav,5
data/esc10/audio/helicopter/4-193480-A-40.wav,5
data/esc10/audio/rain/2-87781-A-10.wav,6
data/esc10/audio/rain/4-161127-A-10.wav,6
data/esc10/audio/clock_tick/1-48413-A-38.wav,1
data/esc10/audio/clock_tick/1-21934-A-38.wav,1
data/esc10/audio/sea_waves/3-144827-A-11.wav,8
data/esc10/audio/sea_waves/1-28135-A-11.wav,8
data/esc10/audio/sea_waves/5-219379-B-11.wav,8
data/esc10/audio/sneezing/3-142601-A-21.wav,9
data/esc10/audio/crackling_fire/1-17742-A-12.wav,2
data/esc10/audio/crackling_fire/4-164661-A-12.wav,2
data/esc10/audio/chainsaw/2-50668-A-41.wav,0
data/esc10/audio/crying_baby/2-80482-A-20.wav,3
data/esc10/audio/sneezing/5-220027-A-21.wav,9
data/esc10/audio/sea_waves/2-133863-A-11.wav,8
data/esc10/audio/dog/1-59513-A-0.wav,4
data/esc10/audio/rain/2-101676-A-10.wav,6
data/esc10/audio/dog/3-155312-A-0.wav,4
data/esc10/audio/chainsaw/3-118656-A-41.wav,0
data/esc10/audio/chainsaw/1-47250-A-41.wav,0
data/esc10/audio/rooster/4-164859-A-1.wav,7
data/esc10/audio/rooster/1-27724-A-1.wav,7
data/esc10/audio/clock_tick/4-188033-A-38.wav,1
data/esc10/audio/dog/3-180256-A-0.wav,4
data/esc10/audio/rain/2-72970-A-10.wav,6
data/esc10/audio/sea_waves/3-187710-A-11.wav,8
data/esc10/audio/crying_baby/3-152007-E-20.wav,3
data/esc10/audio/chainsaw/2-50667-B-41.wav,0
data/esc10/audio/rain/3-132852-A-10.wav,6
data/esc10/audio/sneezing/1-29680-A-21.wav,9
data/esc10/audio/chainsaw/2-68391-B-41.wav,0
data/esc10/audio/rain/5-181766-A-10.wav,6
data/esc10/audio/sneezing/3-148330-A-21.wav,9
data/esc10/audio/rooster/4-208021-A-1.wav,7
data/esc10/audio/helicopter/3-68630-A-40.wav,5
data/esc10/audio/dog/2-114280-A-0.wav,4
data/esc10/audio/rooster/4-164064-A-1.wav,7
data/esc10/audio/dog/1-30344-A-0.wav,4
data/esc10/audio/crackling_fire/5-193473-A-12.wav,2
data/esc10/audio/dog/2-116400-A-0.wav,4
data/esc10/audio/crackling_fire/4-164661-B-12.wav,2
data/esc10/audio/clock_tick/5-209833-A-38.wav,1
data/esc10/audio/helicopter/2-188822-B-40.wav,5
data/esc10/audio/clock_tick/5-208624-A-38.wav,1
data/esc10/audio/dog/5-212454-A-0.wav,4
data/esc10/audio/clock_tick/1-62849-A-38.wav,1
data/esc10/audio/dog/2-118964-A-0.wav,4
data/esc10/audio/crackling_fire/1-4211-A-12.wav,2
data/esc10/audio/sea_waves/5-200461-B-11.wav,8
data/esc10/audio/sea_waves/2-102852-A-11.wav,8
data/esc10/audio/crying_baby/3-152007-D-20.wav,3
data/esc10/audio/rain/4-166661-A-10.wav,6
data/esc10/audio/rooster/3-137152-A-1.wav,7
data/esc10/audio/dog/5-231762-A-0.wav,4
data/esc10/audio/helicopter/4-175000-A-40.wav,5
data/esc10/audio/helicopter/1-181071-A-40.wav,5
data/esc10/audio/rain/2-117625-A-10.wav,6
data/esc10/audio/rooster/2-95035-A-1.wav,7
data/esc10/audio/rooster/1-34119-A-1.wav,7
data/esc10/audio/rain/1-29561-A-10.wav,6
data/esc10/audio/crackling_fire/4-170247-A-12.wav,2
data/esc10/audio/chainsaw/3-118657-B-41.wav,0
data/esc10/audio/rooster/2-96460-A-1.wav,7
data/esc10/audio/rain/2-73027-A-10.wav,6
data/esc10/audio/chainsaw/3-118658-A-41.wav,0
data/esc10/audio/sneezing/1-81883-A-21.wav,9
data/esc10/audio/rain/1-56311-A-10.wav,6
data/esc10/audio/clock_tick/4-179984-A-38.wav,1
data/esc10/audio/dog/3-170015-A-0.wav,4
data/esc10/audio/sea_waves/2-124662-A-11.wav,8
data/esc10/audio/chainsaw/2-68391-A-41.wav,0
data/esc10/audio/crying_baby/1-22694-A-20.wav,3
data/esc10/audio/clock_tick/2-119748-A-38.wav,1
data/esc10/audio/clock_tick/3-150363-A-38.wav,1
data/esc10/audio/crying_baby/4-167077-A-20.wav,3
